purchase_date,ingredient,quantity,unit,cost_per_unit,total_cost,expiration_date,shelf_life_days,days_until_expiration,alert_level
2024-05-12,Chicken,5.2,kg,353.97,1823.68,2024-05-17,5,-840.0,Expired
2024-05-12,Cheese,12.3,kg,565.3,6959.09,2024-06-02,21,-824.0,Expired
2024-05-12,Bread,10.9,pack,61.56,671.07,2024-05-16,4,-841.0,Expired
2024-05-12,Chocolate Syrup,7.4,bottle,248.35,1843.07,2024-08-10,90,-755.0,Expired
2024-05-12,Matcha Powder,6.5,kg,1079.55,7032.22,2024-11-08,180,-665.0,Expired
2024-05-12,Oreo,6.9,pack,176.12,1216.46,2024-11-08,180,-665.0,Expired
2024-05-12,Potatoes,6.6,kg,110.72,729.47,2024-05-26,14,-831.0,Expired
2024-05-19,Coffee Beans,11.3,kg,948.73,10684.97,2024-07-18,60,-778.0,Expired
2024-05-19,Milk,4.7,liter,102.05,477.72,2024-05-26,7,-831.0,Expired
2024-05-19,Chicken,11.4,kg,346.12,3942.81,2024-05-24,5,-833.0,Expired
2024-05-19,Cheese,9.5,kg,562.91,5339.3,2024-06-09,21,-817.0,Expired
2024-05-19,Bread,13.4,pack,63.87,853.92,2024-05-23,4,-834.0,Expired
2024-05-19,Caramel Syrup,10.8,bottle,259.55,2801.92,2024-08-17,90,-748.0,Expired
2024-05-19,Oreo,12.2,pack,167.65,2040.96,2024-11-15,180,-658.0,Expired
2024-05-19,Potatoes,3.9,kg,108.04,424.55,2024-06-02,14,-824.0,Expired
2024-05-26,Coffee Beans,4.1,kg,1002.51,4060.57,2024-07-25,60,-771.0,Expired
2024-05-26,Milk,6.5,liter,104.91,682.1,2024-06-02,7,-824.0,Expired
2024-05-26,Bread,9.8,pack,63.02,614.8,2024-05-30,4,-827.0,Expired
2024-05-26,Strawberry,10.7,kg,321.61,3453.52,2024-05-31,5,-826.0,Expired
2024-05-26,Potatoes,8.1,kg,109.74,886.88,2024-06-09,14,-817.0,Expired
2024-05-26,Noodles,12.1,pack,52.75,639.62,2025-05-26,365,-466.0,Expired
2024-06-02,Coffee Beans,6.7,kg,998.93,6706.08,2024-08-01,60,-764.0,Expired
2024-06-02,Milk,12.8,liter,104.18,1330.18,2024-06-09,7,-817.0,Expired
2024-06-02,Fresh Cream,3.3,liter,209.88,702.73,2024-06-12,10,-814.0,Expired
2024-06-02,Chicken,10.7,kg,348.61,3721.59,2024-06-07,5,-819.0,Expired
2024-06-02,Cheese,4.4,kg,549.52,2396.63,2024-06-23,21,-803.0,Expired
2024-06-02,Bread,11.6,pack,62.98,729.01,2024-06-06,4,-820.0,Expired
2024-06-02,Chocolate Syrup,7.9,bottle,255.4,2019.41,2024-08-31,90,-734.0,Expired
2024-06-02,Caramel Syrup,11.8,bottle,247.66,2931.49,2024-08-31,90,-734.0,Expired
2024-06-02,Matcha Powder,4.8,kg,1115.18,5305.61,2024-11-29,180,-644.0,Expired
2024-06-02,Strawberry,8.3,kg,318.79,2634.1,2024-06-07,5,-819.0,Expired
2024-06-02,Oreo,9.2,pack,173.49,1594.35,2024-11-29,180,-644.0,Expired
2024-06-02,Potatoes,4.0,kg,111.93,450.5,2024-06-16,14,-810.0,Expired
2024-06-09,Coffee Beans,10.9,kg,962.45,10514.71,2024-08-08,60,-757.0,Expired
2024-06-09,Milk,6.0,liter,102.29,615.18,2024-06-16,7,-810.0,Expired
2024-06-09,Fresh Cream,4.2,liter,208.88,879.97,2024-06-19,10,-807.0,Expired
2024-06-09,Cheese,4.3,kg,570.95,2439.85,2024-06-30,21,-796.0,Expired
2024-06-09,Chocolate Syrup,8.5,bottle,261.64,2213.35,2024-09-07,90,-727.0,Expired
2024-06-09,Caramel Syrup,12.3,bottle,256.64,3166.6,2024-09-07,90,-727.0,Expired
2024-06-09,Matcha Powder,6.3,kg,1113.88,6970.65,2024-12-06,180,-637.0,Expired
2024-06-09,Strawberry,12.0,kg,321.92,3859.93,2024-06-14,5,-812.0,Expired
2024-06-09,Oreo,10.4,pack,172.76,1802.94,2024-12-06,180,-637.0,Expired
2024-06-09,Potatoes,5.4,kg,110.81,603.15,2024-06-23,14,-803.0,Expired
2024-06-16,Coffee Beans,7.2,kg,1007.27,7250.28,2024-08-15,60,-750.0,Expired
2024-06-16,Fresh Cream,10.2,liter,213.69,2178.05,2024-06-26,10,-800.0,Expired
2024-06-16,Chicken,9.0,kg,353.6,3190.13,2024-06-21,5,-805.0,Expired
2024-06-16,Bread,4.2,pack,64.4,273.52,2024-06-20,4,-806.0,Expired
2024-06-16,Caramel Syrup,6.0,bottle,250.66,1492.54,2024-09-14,90,-720.0,Expired
2024-06-16,Matcha Powder,12.0,kg,1110.64,13372.26,2024-12-13,180,-630.0,Expired
2024-06-16,Oreo,12.3,pack,178.11,2184.2,2024-12-13,180,-630.0,Expired
2024-06-16,Potatoes,11.6,kg,113.19,1315.36,2024-06-30,14,-796.0,Expired
2024-06-16,Noodles,10.6,pack,52.14,553.28,2025-06-16,365,-445.0,Expired
2024-06-23,Coffee Beans,3.9,kg,992.2,3906.84,2024-08-22,60,-743.0,Expired
2024-06-23,Milk,9.5,liter,105.44,1000.44,2024-06-30,7,-796.0,Expired
2024-06-23,Fresh Cream,12.7,liter,205.8,2611.59,2024-07-03,10,-793.0,Expired
2024-06-23,Chicken,11.5,kg,352.44,4059.2,2024-06-28,5,-798.0,Expired
2024-06-23,Bread,5.2,pack,64.94,337.67,2024-06-27,4,-799.0,Expired
2024-06-23,Chocolate Syrup,7.9,bottle,254.34,1996.97,2024-09-21,90,-713.0,Expired
2024-06-23,Matcha Powder,3.7,kg,1089.64,4081.15,2024-12-20,180,-623.0,Expired
2024-06-23,Strawberry,7.9,kg,320.62,2521.59,2024-06-28,5,-798.0,Expired
2024-06-23,Potatoes,12.6,kg,111.19,1401.46,2024-07-07,14,-789.0,Expired
2024-06-30,Milk,10.9,liter,106.73,1167.31,2024-07-07,7,-789.0,Expired
2024-06-30,Fresh Cream,10.2,liter,204.01,2075.62,2024-07-10,10,-786.0,Expired
2024-06-30,Chicken,6.9,kg,341.82,2356.69,2024-07-05,5,-791.0,Expired
2024-06-30,Cheese,14.5,kg,557.32,8061.36,2024-07-21,21,-775.0,Expired
2024-06-30,Bread,8.4,pack,64.27,536.95,2024-07-04,4,-792.0,Expired
2024-06-30,Chocolate Syrup,8.2,bottle,259.3,2134.14,2024-09-28,90,-706.0,Expired
2024-06-30,Caramel Syrup,5.5,bottle,253.9,1406.67,2024-09-28,90,-706.0,Expired
2024-06-30,Oreo,7.2,pack,177.62,1274.65,2024-12-27,180,-616.0,Expired
2024-06-30,Potatoes,8.6,kg,107.56,929.14,2024-07-14,14,-782.0,Expired
2024-07-07,Coffee Beans,10.7,kg,976.86,10488.71,2024-09-05,60,-729.0,Expired
2024-07-07,Milk,10.2,liter,105.84,1075.8,2024-07-14,7,-782.0,Expired
2024-07-07,Chicken,8.6,kg,349.94,3001.67,2024-07-12,5,-784.0,Expired
2024-07-07,Bread,7.9,pack,64.61,509.94,2024-07-11,4,-785.0,Expired
2024-07-07,Chocolate Syrup,13.4,bottle,262.97,3533.75,2024-10-05,90,-699.0,Expired
2024-07-07,Caramel Syrup,13.5,bottle,251.37,3399.7,2024-10-05,90,-699.0,Expired
2024-07-07,Matcha Powder,6.9,kg,1107.51,7655.0,2025-01-03,180,-609.0,Expired
2024-07-07,Strawberry,12.9,kg,332.2,4283.03,2024-07-12,5,-784.0,Expired
2024-07-07,Oreo,7.3,pack,174.58,1274.78,2025-01-03,180,-609.0,Expired
2024-07-14,Coffee Beans,12.2,kg,982.74,12015.7,2024-09-12,60,-722.0,Expired
2024-07-14,Milk,7.2,liter,107.9,780.62,2024-07-21,7,-775.0,Expired
2024-07-14,Fresh Cream,9.2,liter,214.75,1972.34,2024-07-24,10,-772.0,Expired
2024-07-14,Chicken,5.5,kg,350.22,1913.63,2024-07-19,5,-777.0,Expired
2024-07-14,Cheese,4.5,kg,549.48,2461.81,2024-08-04,21,-761.0,Expired
2024-07-14,Bread,8.2,pack,64.41,526.76,2024-07-18,4,-778.0,Expired
2024-07-14,Caramel Syrup,6.4,bottle,258.68,1653.56,2024-10-12,90,-692.0,Expired
2024-07-14,Matcha Powder,12.2,kg,1126.07,13722.74,2025-01-10,180,-602.0,Expired
2024-07-14,Strawberry,11.5,kg,330.92,3791.07,2024-07-19,5,-777.0,Expired
2024-07-14,Oreo,9.1,pack,170.62,1553.54,2025-01-10,180,-602.0,Expired
2024-07-14,Potatoes,11.4,kg,113.3,1287.68,2024-07-28,14,-768.0,Expired
2024-07-14,Noodles,9.9,pack,51.18,508.95,2025-07-14,365,-417.0,Expired
2024-07-21,Milk,6.7,liter,106.96,713.73,2024-07-28,7,-768.0,Expired
2024-07-21,Chicken,9.4,kg,345.47,3235.91,2024-07-26,5,-770.0,Expired
2024-07-21,Caramel Syrup,9.8,bottle,249.99,2445.28,2024-10-19,90,-685.0,Expired
2024-07-21,Matcha Powder,8.9,kg,1096.1,9720.47,2025-01-17,180,-595.0,Expired
2024-07-21,Strawberry,12.1,kg,319.34,3864.81,2024-07-26,5,-770.0,Expired
2024-07-21,Potatoes,5.0,kg,112.61,559.83,2024-08-04,14,-761.0,Expired
2024-07-28,Coffee Beans,9.2,kg,1004.03,9204.39,2024-09-26,60,-708.0,Expired
2024-07-28,Milk,13.2,liter,108.13,1431.25,2024-08-04,7,-761.0,Expired
2024-07-28,Fresh Cream,9.4,liter,204.58,1924.01,2024-08-07,10,-758.0,Expired
2024-07-28,Chicken,6.4,kg,350.44,2227.49,2024-08-02,5,-763.0,Expired
2024-07-28,Bread,6.7,pack,65.88,444.61,2024-08-01,4,-764.0,Expired
2024-07-28,Chocolate Syrup,12.8,bottle,265.25,3402.79,2024-10-26,90,-678.0,Expired
2024-07-28,Caramel Syrup,4.2,bottle,260.24,1102.81,2024-10-26,90,-678.0,Expired
2024-07-28,Matcha Powder,7.7,kg,1105.83,8566.97,2025-01-24,180,-588.0,Expired
2024-07-28,Strawberry,9.1,kg,332.32,3008.48,2024-08-02,5,-763.0,Expired
2024-07-28,Oreo,7.9,pack,178.21,1412.04,2025-01-24,180,-588.0,Expired
2024-08-04,Milk,13.0,liter,103.42,1346.75,2024-08-11,7,-754.0,Expired
2024-08-04,Fresh Cream,11.1,liter,216.85,2401.96,2024-08-14,10,-751.0,Expired
2024-08-04,Chicken,10.3,kg,350.0,3594.47,2024-08-09,5,-756.0,Expired
2024-08-04,Cheese,12.2,kg,550.53,6741.98,2024-08-25,21,-740.0,Expired
2024-08-04,Bread,9.1,pack,63.18,577.64,2024-08-08,4,-757.0,Expired
2024-08-04,Caramel Syrup,4.4,bottle,264.43,1165.7,2024-11-02,90,-671.0,Expired
2024-08-04,Matcha Powder,7.9,kg,1085.67,8556.37,2025-01-31,180,-581.0,Expired
2024-08-04,Strawberry,6.4,kg,336.94,2155.73,2024-08-09,5,-756.0,Expired
2024-08-04,Potatoes,4.2,kg,108.61,457.16,2024-08-18,14,-747.0,Expired
2024-08-04,Noodles,8.2,pack,53.99,444.09,2025-08-04,365,-396.0,Expired
2024-08-11,Coffee Beans,12.5,kg,1023.14,12798.02,2024-10-10,60,-694.0,Expired
2024-08-11,Milk,14.0,liter,104.06,1456.9,2024-08-18,7,-747.0,Expired
2024-08-11,Fresh Cream,8.2,liter,212.62,1753.24,2024-08-21,10,-744.0,Expired
2024-08-11,Chicken,4.4,kg,343.34,1500.61,2024-08-16,5,-749.0,Expired
2024-08-11,Cheese,12.3,kg,562.61,6918.44,2024-09-01,21,-733.0,Expired
2024-08-11,Bread,13.5,pack,64.96,877.91,2024-08-15,4,-750.0,Expired
2024-08-11,Chocolate Syrup,10.2,bottle,263.82,2678.62,2024-11-09,90,-664.0,Expired
2024-08-11,Matcha Powder,8.9,kg,1132.85,10045.88,2025-02-07,180,-574.0,Expired
2024-08-11,Oreo,12.2,pack,177.59,2161.19,2025-02-07,180,-574.0,Expired
2024-08-11,Noodles,5.3,pack,53.5,284.31,2025-08-11,365,-389.0,Expired
2024-08-18,Coffee Beans,11.5,kg,998.81,11472.65,2024-10-17,60,-687.0,Expired
2024-08-18,Chicken,13.3,kg,361.44,4822.56,2024-08-23,5,-742.0,Expired
2024-08-18,Cheese,10.6,kg,560.84,5916.91,2024-09-08,21,-726.0,Expired
2024-08-18,Bread,10.6,pack,63.43,674.16,2024-08-22,4,-743.0,Expired
2024-08-18,Caramel Syrup,10.5,bottle,257.76,2700.01,2024-11-16,90,-657.0,Expired
2024-08-18,Strawberry,6.5,kg,329.0,2151.3,2024-08-23,5,-742.0,Expired
2024-08-18,Potatoes,11.0,kg,109.61,1200.89,2024-09-01,14,-733.0,Expired
2024-08-18,Noodles,7.0,pack,53.69,374.03,2025-08-18,365,-382.0,Expired
2024-08-25,Milk,5.9,liter,108.44,643.23,2024-09-01,7,-733.0,Expired
2024-08-25,Caramel Syrup,8.8,bottle,252.7,2218.88,2024-11-23,90,-650.0,Expired
2024-08-25,Strawberry,12.0,kg,337.83,4054.0,2024-08-30,5,-735.0,Expired
2024-08-25,Oreo,5.5,pack,177.95,981.12,2025-02-21,180,-560.0,Expired
2024-09-01,Coffee Beans,9.4,kg,976.09,9173.62,2024-10-31,60,-673.0,Expired
2024-09-01,Milk,9.2,liter,105.34,966.28,2024-09-08,7,-726.0,Expired
2024-09-01,Fresh Cream,13.4,liter,209.35,2813.21,2024-09-11,10,-723.0,Expired
2024-09-01,Cheese,3.9,kg,567.4,2188.8,2024-09-22,21,-712.0,Expired
2024-09-01,Bread,13.2,pack,66.58,876.59,2024-09-05,4,-729.0,Expired
2024-09-01,Chocolate Syrup,8.7,bottle,263.25,2279.78,2024-11-30,90,-643.0,Expired
2024-09-01,Caramel Syrup,6.7,bottle,254.72,1704.42,2024-11-30,90,-643.0,Expired
2024-09-01,Matcha Powder,3.5,kg,1127.44,3914.93,2025-02-28,180,-553.0,Expired
2024-09-01,Strawberry,4.4,kg,324.21,1425.04,2024-09-06,5,-728.0,Expired
2024-09-01,Oreo,12.7,pack,175.27,2222.53,2025-02-28,180,-553.0,Expired
2024-09-01,Potatoes,9.3,kg,114.6,1070.39,2024-09-15,14,-719.0,Expired
2024-09-01,Noodles,6.6,pack,54.49,361.0,2025-09-01,365,-368.0,Expired
2024-09-08,Coffee Beans,12.2,kg,1016.92,12434.16,2024-11-07,60,-666.0,Expired
2024-09-08,Milk,3.5,liter,105.17,363.58,2024-09-15,7,-719.0,Expired
2024-09-08,Fresh Cream,11.0,liter,210.94,2318.16,2024-09-18,10,-716.0,Expired
2024-09-08,Bread,10.9,pack,64.02,698.92,2024-09-12,4,-722.0,Expired
2024-09-08,Caramel Syrup,10.9,bottle,258.99,2828.07,2024-12-07,90,-636.0,Expired
2024-09-08,Matcha Powder,9.5,kg,1153.13,10980.85,2025-03-07,180,-546.0,Expired
2024-09-08,Strawberry,8.7,kg,340.78,2956.47,2024-09-13,5,-721.0,Expired
2024-09-08,Noodles,12.0,pack,53.65,645.67,2025-09-08,365,-361.0,Expired
2024-09-15,Milk,11.9,liter,106.41,1264.23,2024-09-22,7,-712.0,Expired
2024-09-15,Fresh Cream,11.4,liter,208.13,2363.48,2024-09-25,10,-709.0,Expired
2024-09-15,Cheese,12.7,kg,555.93,7062.73,2024-10-06,21,-698.0,Expired
2024-09-15,Bread,6.0,pack,65.75,392.24,2024-09-19,4,-715.0,Expired
2024-09-15,Chocolate Syrup,4.1,bottle,268.74,1100.09,2024-12-14,90,-629.0,Expired
2024-09-15,Caramel Syrup,8.7,bottle,258.84,2245.06,2024-12-14,90,-629.0,Expired
2024-09-15,Matcha Powder,12.8,kg,1115.1,14299.87,2025-03-14,180,-539.0,Expired
2024-09-15,Strawberry,5.4,kg,333.03,1812.27,2024-09-20,5,-714.0,Expired
2024-09-15,Oreo,12.8,pack,182.89,2333.17,2025-03-14,180,-539.0,Expired
2024-09-15,Potatoes,14.2,kg,114.65,1630.32,2024-09-29,14,-705.0,Expired
2024-09-22,Coffee Beans,8.3,kg,1004.91,8309.86,2024-11-21,60,-652.0,Expired
2024-09-22,Milk,6.6,liter,106.71,709.57,2024-09-29,7,-705.0,Expired
2024-09-22,Fresh Cream,10.2,liter,211.66,2154.62,2024-10-02,10,-702.0,Expired
2024-09-22,Bread,3.6,pack,66.95,240.67,2024-09-26,4,-708.0,Expired
2024-09-22,Caramel Syrup,12.3,bottle,257.78,3171.17,2024-12-21,90,-622.0,Expired
2024-09-22,Matcha Powder,5.3,kg,1106.15,5909.94,2025-03-21,180,-532.0,Expired
2024-09-22,Strawberry,6.6,kg,331.15,2195.89,2024-09-27,5,-707.0,Expired
2024-09-22,Oreo,10.5,pack,180.82,1903.23,2025-03-21,180,-532.0,Expired
2024-09-22,Potatoes,10.9,kg,111.73,1215.14,2024-10-06,14,-698.0,Expired
2024-09-22,Noodles,11.0,pack,54.82,600.67,2025-09-22,365,-347.0,Expired
2024-09-29,Milk,9.4,liter,104.73,979.49,2024-10-06,7,-698.0,Expired
2024-09-29,Fresh Cream,8.4,liter,219.91,1842.73,2024-10-09,10,-695.0,Expired
2024-09-29,Cheese,4.4,kg,583.9,2577.12,2024-10-20,21,-684.0,Expired
2024-09-29,Bread,6.7,pack,66.35,446.39,2024-10-03,4,-701.0,Expired
2024-09-29,Chocolate Syrup,4.4,bottle,256.97,1139.81,2024-12-28,90,-615.0,Expired
2024-09-29,Caramel Syrup,13.0,bottle,265.86,3444.6,2024-12-28,90,-615.0,Expired
2024-09-29,Matcha Powder,7.4,kg,1122.51,8305.68,2025-03-28,180,-525.0,Expired
2024-09-29,Oreo,4.1,pack,180.46,731.64,2025-03-28,180,-525.0,Expired
2024-09-29,Potatoes,12.9,kg,114.63,1483.83,2024-10-13,14,-691.0,Expired
2024-09-29,Noodles,9.2,pack,55.07,508.84,2025-09-29,365,-340.0,Expired
2024-10-06,Chicken,4.8,kg,352.67,1688.98,2024-10-11,5,-693.0,Expired
2024-10-06,Cheese,12.2,kg,560.31,6822.91,2024-10-27,21,-677.0,Expired
2024-10-06,Bread,4.8,pack,64.89,310.46,2024-10-10,4,-694.0,Expired
2024-10-06,Caramel Syrup,13.0,bottle,262.05,3404.28,2025-01-04,90,-608.0,Expired
2024-10-06,Matcha Powder,9.5,kg,1140.51,10815.54,2025-04-04,180,-518.0,Expired
2024-10-06,Strawberry,11.5,kg,335.84,3857.66,2024-10-11,5,-693.0,Expired
2024-10-13,Cheese,7.8,kg,558.5,4342.11,2024-11-03,21,-670.0,Expired
2024-10-13,Chocolate Syrup,6.2,bottle,255.76,1583.54,2025-01-11,90,-601.0,Expired
2024-10-13,Caramel Syrup,7.4,bottle,257.12,1907.7,2025-01-11,90,-601.0,Expired
2024-10-13,Strawberry,5.5,kg,326.59,1811.78,2024-10-18,5,-686.0,Expired
2024-10-20,Coffee Beans,9.7,kg,1047.52,10206.85,2024-12-19,60,-624.0,Expired
2024-10-20,Fresh Cream,7.5,liter,215.85,1614.44,2024-10-30,10,-674.0,Expired
2024-10-20,Cheese,14.8,kg,575.19,8532.99,2024-11-10,21,-663.0,Expired
2024-10-20,Bread,12.2,pack,65.31,795.51,2024-10-24,4,-680.0,Expired
2024-10-20,Chocolate Syrup,10.7,bottle,260.35,2782.34,2025-01-18,90,-594.0,Expired
2024-10-20,Matcha Powder,9.8,kg,1163.6,11419.34,2025-04-18,180,-504.0,Expired
2024-10-20,Strawberry,4.1,kg,328.48,1362.31,2024-10-25,5,-679.0,Expired
2024-10-20,Oreo,4.8,pack,181.55,874.33,2025-04-18,180,-504.0,Expired
2024-10-20,Noodles,7.2,pack,53.21,382.69,2025-10-20,365,-319.0,Expired
2024-10-27,Fresh Cream,4.8,liter,217.73,1034.26,2024-11-06,10,-667.0,Expired
2024-10-27,Chicken,10.1,kg,354.66,3580.53,2024-11-01,5,-672.0,Expired
2024-10-27,Bread,14.0,pack,66.69,935.43,2024-10-31,4,-673.0,Expired
2024-10-27,Strawberry,6.1,kg,340.92,2087.67,2024-11-01,5,-672.0,Expired
2024-10-27,Oreo,6.7,pack,177.46,1187.49,2025-04-25,180,-497.0,Expired
2024-10-27,Potatoes,13.6,kg,117.51,1602.18,2024-11-10,14,-663.0,Expired
2024-10-27,Noodles,9.0,pack,52.71,475.15,2025-10-27,365,-312.0,Expired
2024-11-03,Milk,4.3,liter,107.38,463.03,2024-11-10,7,-663.0,Expired
2024-11-03,Chicken,7.4,kg,365.19,2699.75,2024-11-08,5,-665.0,Expired
2024-11-03,Cheese,11.6,kg,565.54,6576.87,2024-11-24,21,-649.0,Expired
2024-11-03,Bread,6.2,pack,64.89,401.5,2024-11-07,4,-666.0,Expired
2024-11-03,Chocolate Syrup,13.9,bottle,270.43,3772.17,2025-02-01,90,-580.0,Expired
2024-11-03,Caramel Syrup,10.1,bottle,257.26,2603.16,2025-02-01,90,-580.0,Expired
2024-11-03,Strawberry,9.2,kg,342.6,3147.17,2024-11-08,5,-665.0,Expired
2024-11-03,Potatoes,15.1,kg,112.39,1699.9,2024-11-17,14,-656.0,Expired
2024-11-03,Noodles,6.4,pack,52.82,336.82,2025-11-03,365,-305.0,Expired
2024-11-10,Coffee Beans,10.4,kg,1027.96,10649.28,2025-01-09,60,-603.0,Expired
2024-11-10,Cheese,10.0,kg,586.97,5859.13,2024-12-01,21,-642.0,Expired
2024-11-10,Caramel Syrup,4.4,bottle,259.35,1138.86,2025-02-08,90,-573.0,Expired
2024-11-10,Matcha Powder,12.8,kg,1134.9,14486.54,2025-05-09,180,-483.0,Expired
2024-11-10,Strawberry,7.0,kg,339.23,2380.05,2024-11-15,5,-658.0,Expired
2024-11-10,Oreo,13.8,pack,182.09,2518.15,2025-05-09,180,-483.0,Expired
2024-11-10,Noodles,7.3,pack,53.55,390.19,2025-11-10,365,-298.0,Expired
2024-11-17,Coffee Beans,11.9,kg,1028.41,12278.76,2025-01-16,60,-596.0,Expired
2024-11-17,Milk,3.7,liter,106.49,394.37,2024-11-24,7,-649.0,Expired
2024-11-17,Fresh Cream,7.1,liter,212.25,1501.96,2024-11-27,10,-646.0,Expired
2024-11-17,Chicken,9.6,kg,362.96,3466.88,2024-11-22,5,-651.0,Expired
2024-11-17,Cheese,4.9,kg,576.33,2844.58,2024-12-08,21,-635.0,Expired
2024-11-17,Chocolate Syrup,5.8,bottle,264.71,1539.88,2025-02-15,90,-566.0,Expired
2024-11-17,Strawberry,11.7,kg,341.56,3993.55,2024-11-22,5,-651.0,Expired
2024-11-17,Potatoes,7.5,kg,117.07,877.34,2024-12-01,14,-642.0,Expired
2024-11-17,Noodles,9.3,pack,54.35,505.03,2025-11-17,365,-291.0,Expired
2024-11-24,Coffee Beans,11.2,kg,1001.59,11219.14,2025-01-23,60,-589.0,Expired
2024-11-24,Milk,11.2,liter,106.12,1187.91,2024-12-01,7,-642.0,Expired
2024-11-24,Chicken,5.3,kg,355.27,1870.63,2024-11-29,5,-644.0,Expired
2024-11-24,Chocolate Syrup,11.9,bottle,261.12,3109.73,2025-02-22,90,-559.0,Expired
2024-11-24,Caramel Syrup,5.5,bottle,264.89,1457.23,2025-02-22,90,-559.0,Expired
2024-11-24,Matcha Powder,10.2,kg,1175.33,11994.13,2025-05-23,180,-469.0,Expired
2024-11-24,Strawberry,6.1,kg,337.97,2067.55,2024-11-29,5,-644.0,Expired
2024-11-24,Oreo,9.1,pack,183.87,1671.17,2025-05-23,180,-469.0,Expired
2024-11-24,Noodles,9.6,pack,53.26,510.03,2025-11-24,365,-284.0,Expired
2024-12-01,Coffee Beans,5.9,kg,1017.12,5965.97,2025-01-30,60,-582.0,Expired
2024-12-01,Milk,13.2,liter,105.88,1397.51,2024-12-08,7,-635.0,Expired
2024-12-01,Chicken,9.6,kg,368.44,3544.77,2024-12-06,5,-637.0,Expired
2024-12-01,Cheese,11.9,kg,580.08,6922.77,2024-12-22,21,-621.0,Expired
2024-12-01,Bread,11.7,pack,68.04,799.02,2024-12-05,4,-638.0,Expired
2024-12-01,Chocolate Syrup,10.5,bottle,261.75,2740.69,2025-03-01,90,-552.0,Expired
2024-12-01,Caramel Syrup,7.9,bottle,258.98,2048.74,2025-03-01,90,-552.0,Expired
2024-12-01,Matcha Powder,13.7,kg,1163.67,15916.57,2025-05-30,180,-462.0,Expired
2024-12-01,Strawberry,6.9,kg,348.92,2403.87,2024-12-06,5,-637.0,Expired
2024-12-01,Potatoes,7.9,kg,112.84,889.28,2024-12-15,14,-628.0,Expired
2024-12-01,Noodles,6.5,pack,55.76,363.08,2025-12-01,365,-277.0,Expired
2024-12-08,Coffee Beans,9.6,kg,1034.56,9974.06,2025-02-06,60,-575.0,Expired
2024-12-08,Milk,13.8,liter,108.37,1492.49,2024-12-15,7,-628.0,Expired
2024-12-08,Chicken,5.1,kg,354.28,1816.94,2024-12-13,5,-630.0,Expired
2024-12-08,Cheese,9.5,kg,568.86,5417.5,2024-12-29,21,-614.0,Expired
2024-12-08,Chocolate Syrup,12.7,bottle,261.26,3312.94,2025-03-08,90,-545.0,Expired
2024-12-08,Caramel Syrup,6.0,bottle,266.92,1608.85,2025-03-08,90,-545.0,Expired
2024-12-08,Matcha Powder,3.8,kg,1123.0,4251.51,2025-06-06,180,-455.0,Expired
2024-12-08,Strawberry,6.0,kg,341.8,2054.28,2024-12-13,5,-630.0,Expired
2024-12-08,Noodles,5.2,pack,55.47,288.38,2025-12-08,365,-270.0,Expired
2024-12-15,Milk,9.1,liter,107.87,982.27,2024-12-22,7,-621.0,Expired
2024-12-15,Fresh Cream,3.8,liter,221.9,851.32,2024-12-25,10,-618.0,Expired
2024-12-15,Chicken,12.7,kg,370.39,4720.01,2024-12-20,5,-623.0,Expired
2024-12-15,Cheese,4.7,kg,586.59,2783.68,2025-01-05,21,-607.0,Expired
2024-12-15,Chocolate Syrup,11.3,bottle,263.18,2985.87,2025-03-15,90,-538.0,Expired
2024-12-15,Caramel Syrup,9.9,bottle,263.88,2614.76,2025-03-15,90,-538.0,Expired
2024-12-15,Matcha Powder,11.8,kg,1130.14,13330.69,2025-06-13,180,-448.0,Expired
2024-12-15,Strawberry,9.7,kg,346.24,3353.66,2024-12-20,5,-623.0,Expired
2024-12-15,Oreo,13.6,pack,178.8,2429.54,2025-06-13,180,-448.0,Expired
2024-12-15,Potatoes,13.4,kg,116.43,1558.25,2024-12-29,14,-614.0,Expired
2024-12-22,Coffee Beans,9.5,kg,1009.86,9639.37,2025-02-20,60,-561.0,Expired
2024-12-22,Milk,4.1,liter,112.28,463.21,2024-12-29,7,-614.0,Expired
2024-12-22,Fresh Cream,10.9,liter,213.39,2316.97,2025-01-01,10,-611.0,Expired
2024-12-22,Chicken,15.1,kg,371.04,5596.27,2024-12-27,5,-616.0,Expired
2024-12-22,Cheese,10.4,kg,589.27,6152.95,2025-01-12,21,-600.0,Expired
2024-12-22,Chocolate Syrup,13.5,bottle,270.2,3643.34,2025-03-22,90,-531.0,Expired
2024-12-22,Caramel Syrup,11.4,bottle,261.81,2985.04,2025-03-22,90,-531.0,Expired
2024-12-22,Potatoes,4.7,kg,113.4,538.11,2025-01-05,14,-607.0,Expired
2024-12-29,Coffee Beans,5.6,kg,1057.94,5972.99,2025-02-27,60,-554.0,Expired
2024-12-29,Fresh Cream,9.0,liter,216.07,1936.7,2025-01-08,10,-604.0,Expired
2024-12-29,Chicken,7.2,kg,356.32,2565.72,2025-01-03,5,-609.0,Expired
2024-12-29,Cheese,6.6,kg,590.84,3895.83,2025-01-19,21,-593.0,Expired
2024-12-29,Chocolate Syrup,5.9,bottle,264.43,1550.3,2025-03-29,90,-524.0,Expired
2024-12-29,Caramel Syrup,11.3,bottle,264.16,2979.35,2025-03-29,90,-524.0,Expired
