date,item_name,category,quantity_wasted,waste_reason,cost_per_item,total_waste_cost,month,month_name
2025-02-13,iced creamy barako,Sans Coffee,3,Spoiled,24.0,72.0,2.0,February
2025-02-13,mocha (hot),Coffee Based,1,Spoiled,31.0,31.0,2.0,February
2025-02-13,Chicken fillet,Mini Bites,4,Spoiled,45.0,180.0,2.0,February
2025-02-13,Chicken wings (1 dozen),Mini Bites,1,Expired,165.0,165.0,2.0,February
2025-02-14,French fries plain (large),Mini Bites,4,Over-prepared,90.0,360.0,2.0,February
2025-02-14,choco coated waffle,Sans Coffee,5,Spoiled,21.0,105.0,2.0,February
2025-02-14,kofetala special blend ,Sans Coffee,3,Expired,34.0,102.0,2.0,February
2025-02-14,street food sampler (large),Sans Coffee,3,Spoiled,28.0,84.0,2.0,February
2025-02-14,Belgian waffle  (mango caramel ),Sans Coffee,1,Expired,27.0,27.0,2.0,February
2025-02-15,choco coated waffle,Sans Coffee,2,Over-prepared,21.0,42.0,2.0,February
2025-02-15,BFF (Better French fries) Large (bbq),Mini Bites,4,Over-prepared,28.0,112.0,2.0,February
2025-02-15,Chicken wings (extra rice ),Mini Bites,4,Over-prepared,4.0,16.0,2.0,February
2025-02-15,iced creamy barako,Sans Coffee,1,Spoiled,24.0,24.0,2.0,February
2025-02-15,Overload lomi (malapot),Mini Bites,3,Over-prepared,99.0,297.0,2.0,February
2025-02-15,dirty coffee shake ,Kôfē Frappé,3,Over-prepared,38.0,114.0,2.0,February
2025-02-15,Coffee Syphon (arabica),Sans Coffee,1,Over-prepared,30.0,30.0,2.0,February
2025-02-16,Chicken pops (bbq),Mini Bites,4,Over-prepared,50.0,200.0,2.0,February
2025-02-16,drip coffee (8 bags/pouch) (arabica),Sans Coffee,2,Quality issue,62.0,124.0,2.0,February
2025-02-16,Overload lomi (malapot),Mini Bites,1,Over-prepared,99.0,99.0,2.0,February
2025-02-16,BFF (Better French fries)medium  (medium ),Mini Bites,3,Expired,15.0,45.0,2.0,February
2025-02-16,triple caramel ,Kôfē Frappé,4,Over-prepared,38.0,152.0,2.0,February
2025-02-16,6 Chicken wings ,Mini Bites,4,Over-prepared,82.0,328.0,2.0,February
2025-02-17,iced premium barako,Sans Coffee,1,Quality issue,21.0,21.0,2.0,February
2025-02-17,hot citron tea,Sans Coffee,2,Expired,22.0,44.0,2.0,February
2025-02-17,Spanish latte (hot),Coffee Based,3,Over-prepared,29.0,87.0,2.0,February
2025-02-17,sparkling berry,Sans Coffee,2,Expired,31.0,62.0,2.0,February
2025-02-17,matcha espresso fusion  (iced),Signature Kôfē,3,Over-prepared,35.0,105.0,2.0,February
2025-02-18,choco dinosaur latte,Sans Coffee,2,Over-prepared,35.0,70.0,2.0,February
2025-02-18,FFFF (large sc),Sans Coffee,1,Expired,18.0,18.0,2.0,February
2025-02-18,sparkling berry,Sans Coffee,1,Expired,31.0,31.0,2.0,February
2025-02-18,white mocha  (iced),Coffee Based,4,Over-prepared,35.0,140.0,2.0,February
2025-02-18,strawberry latte,Sans Coffee,4,Over-prepared,36.0,144.0,2.0,February
2025-02-19,Belgian waffle  (mango caramel ),Sans Coffee,4,Expired,27.0,108.0,2.0,February
2025-02-19,French fries Spicy barbecue  (large ),Mini Bites,1,Over-prepared,30.0,30.0,2.0,February
2025-02-19,Add_on (seaweeds),Sans Coffee,4,Expired,8.0,32.0,2.0,February
2025-02-19,hot creamy barako,Sans Coffee,4,Expired,19.0,76.0,2.0,February
2025-02-19,Add_on (cheese),Sans Coffee,5,Expired,12.0,60.0,2.0,February
2025-02-20,Drip coffee  (barako),Sans Coffee,1,Over-prepared,17.0,17.0,2.0,February
2025-02-20,Iced honey shaken espresso ,Signature Kôfē,3,Spoiled,36.0,108.0,2.0,February
2025-02-20,hot creamy barako,Sans Coffee,5,Quality issue,19.0,95.0,2.0,February
2025-02-20,caramel macchiato (iced),Coffee Based,2,Spoiled,45.0,90.0,2.0,February
2025-02-20,Chicken wings (3pcs),Mini Bites,2,Over-prepared,45.0,90.0,2.0,February
2025-02-21,matcha Supreme latte (iced),Sans Coffee,3,Over-prepared,35.0,105.0,2.0,February
2025-02-21,Belgian waffle  (strawberry chocolate ),Sans Coffee,1,Over-prepared,27.0,27.0,2.0,February
2025-02-21,Overload lomi (malabnaw),Mini Bites,1,Expired,99.0,99.0,2.0,February
2025-02-21,americano (hot),Coffee Based,3,Spoiled,26.0,78.0,2.0,February
2025-02-21,blended cappuccino ,Kôfē Frappé,1,Over-prepared,33.0,33.0,2.0,February
2025-02-22,oreo overload Frappe ,Kôfē Frappé,4,Expired,37.0,148.0,2.0,February
2025-02-22,Chicken pops (bbq),Mini Bites,4,Over-prepared,50.0,200.0,2.0,February
2025-02-22,BFF (Better French fries) Large (cheese ),Mini Bites,3,Expired,28.0,84.0,2.0,February
2025-02-22,premium barako,Sans Coffee,4,Over-prepared,15.0,60.0,2.0,February
2025-02-22,triple caramel,Kôfē Frappé,3,Expired,48.0,144.0,2.0,February
2025-02-22,Overload lomi (malabnaw),Mini Bites,4,Quality issue,99.0,396.0,2.0,February
2025-02-23,Add_on (egg),Sans Coffee,1,Over-prepared,10.0,10.0,2.0,February
2025-02-23,French fries plain (large),Mini Bites,1,Over-prepared,90.0,90.0,2.0,February
2025-02-23,Add_on (ham),Sans Coffee,1,Expired,15.0,15.0,2.0,February
2025-02-23,extra shot,Sans Coffee,5,Over-prepared,16.0,80.0,2.0,February
2025-02-23,Strawberry Reverie ,Sans Coffee,1,Expired,39.0,39.0,2.0,February
2025-02-23,Cold brew with foamy vanilla ,Sans Coffee,2,Spoiled,31.0,62.0,2.0,February
2025-02-23,the Christmas drink (iced),Signature Kôfē,3,Spoiled,34.0,102.0,2.0,February
2025-02-24,French fries plain (large),Mini Bites,3,Over-prepared,90.0,270.0,2.0,February
2025-02-24,caramel macchiato (iced),Coffee Based,4,Spoiled,45.0,180.0,2.0,February
2025-02-24,Belgian waffle  (mango caramel ),Sans Coffee,5,Expired,27.0,135.0,2.0,February
2025-02-24,Chiz melt  (spam lite),Mini Bites,5,Over-prepared,27.0,135.0,2.0,February
2025-02-24,BFF (Better French fries) Large (sour cream),Mini Bites,3,Over-prepared,28.0,84.0,2.0,February
2025-02-25,americano (iced),Coffee Based,1,Over-prepared,28.0,28.0,2.0,February
2025-02-25,BFF (Better French fries)medium  ( cheese ),Mini Bites,3,Over-prepared,16.0,48.0,2.0,February
2025-02-25,blended cappuccino ,Kôfē Frappé,3,Spoiled,33.0,99.0,2.0,February
2025-02-25,Chiz melt  (spam lite),Mini Bites,2,Spoiled,27.0,54.0,2.0,February
2025-02-26,Product Name (special b),Sans Coffee,3,Over-prepared,46.0,138.0,2.0,February
2025-02-26,kofetala special blend ,Sans Coffee,2,Over-prepared,34.0,68.0,2.0,February
2025-02-26,matcha Supreme latte (iced),Sans Coffee,4,Expired,35.0,140.0,2.0,February
2025-02-26,choco coated waffle,Sans Coffee,4,Over-prepared,21.0,84.0,2.0,February
2025-02-26,Belgian waffle  (mango caramel ),Sans Coffee,5,Over-prepared,27.0,135.0,2.0,February
2025-02-27,Chicken wings (half dozen),Mini Bites,4,Expired,82.0,328.0,2.0,February
2025-02-27,BFF (Better French fries)medium  (large),Mini Bites,3,Spoiled,27.0,81.0,2.0,February
2025-02-27,Ramen (regular),Mini Bites,1,Spoiled,17.0,17.0,2.0,February
2025-02-27,the super charged (25% more coffee)  (hot),Sans Coffee,3,Expired,31.0,93.0,2.0,February
2025-02-27,Chicken fillet,Mini Bites,3,Over-prepared,45.0,135.0,2.0,February
2025-02-28,Add_on (egg),Sans Coffee,5,Spoiled,10.0,50.0,2.0,February
2025-02-28,BFF (Better French fries) Large (cheese ),Mini Bites,5,Over-prepared,28.0,140.0,2.0,February
2025-02-28,strawberry latte,Sans Coffee,2,Expired,36.0,72.0,2.0,February
2025-02-28,blended cappuccino ,Kôfē Frappé,1,Expired,33.0,33.0,2.0,February
2025-02-28,dalgona ,Signature Kôfē,2,Spoiled,32.0,64.0,2.0,February
2025-03-01,6 Chicken wings ,Mini Bites,5,Over-prepared,82.0,410.0,3.0,March
2025-03-01,Add_on (cheese),Sans Coffee,1,Spoiled,12.0,12.0,3.0,March
2025-03-01,white mocha  (iced),Coffee Based,1,Over-prepared,35.0,35.0,3.0,March
2025-03-01,Cookies ,Sans Coffee,3,Over-prepared,18.0,54.0,3.0,March
2025-03-01,cappuccino  (hot),Coffee Based,1,Spoiled,29.0,29.0,3.0,March
2025-03-01,caramel macchiato (iced),Coffee Based,4,Expired,45.0,180.0,3.0,March
2025-03-02,latte,Coffee Based,1,Over-prepared,42.0,42.0,3.0,March
2025-03-02,street food sampler (medium),Sans Coffee,4,Over-prepared,16.0,64.0,3.0,March
2025-03-02,kofetala special blend ,Sans Coffee,3,Quality issue,34.0,102.0,3.0,March
2025-03-02,Product Name (special b),Sans Coffee,1,Over-prepared,46.0,46.0,3.0,March
2025-03-02,dirty coffee shake ,Kôfē Frappé,3,Over-prepared,38.0,114.0,3.0,March
2025-03-02,caramel macchiato (iced),Coffee Based,2,Expired,45.0,90.0,3.0,March
2025-03-03,Spanish latte (hot),Coffee Based,5,Over-prepared,29.0,145.0,3.0,March
2025-03-03,caramel macchiato (hot),Coffee Based,5,Expired,42.0,210.0,3.0,March
2025-03-03,Chicken wings (3pcs),Mini Bites,4,Expired,45.0,180.0,3.0,March
2025-03-03,French fries Spicy barbecue  (large ),Mini Bites,1,Spoiled,30.0,30.0,3.0,March
2025-03-03,oreo overload Frappe ,Kôfē Frappé,2,Expired,37.0,74.0,3.0,March
2025-03-04,Iced honey shaken espresso ,Signature Kôfē,1,Over-prepared,36.0,36.0,3.0,March
2025-03-04,FFFF (large cheese ),Sans Coffee,3,Expired,18.0,54.0,3.0,March
2025-03-04,street food sampler (large),Sans Coffee,1,Quality issue,28.0,28.0,3.0,March
2025-03-04,white mocha  (hot),Coffee Based,3,Over-prepared,32.0,96.0,3.0,March
2025-03-04,the Christmas drink (iced),Signature Kôfē,1,Spoiled,34.0,34.0,3.0,March
2025-03-05,caramel macchiato  (hot),Coffee Based,4,Over-prepared,32.0,128.0,3.0,March
2025-03-05,Overload lomi (malabnaw),Mini Bites,3,Spoiled,99.0,297.0,3.0,March
2025-03-05,Product Name (special b),Sans Coffee,3,Over-prepared,46.0,138.0,3.0,March
2025-03-05,caramel macchiato  (iced),Coffee Based,5,Spoiled,35.0,175.0,3.0,March
2025-03-05,brownie,Sans Coffee,3,Over-prepared,21.0,63.0,3.0,March
2025-03-05,Add_on (seaweeds),Sans Coffee,1,Spoiled,8.0,8.0,3.0,March
2025-03-06,Chiz melt (bacon),Mini Bites,4,Over-prepared,30.0,120.0,3.0,March
2025-03-06,Spanish latte (hot),Coffee Based,3,Over-prepared,29.0,87.0,3.0,March
2025-03-06,the super charged (25% more coffee)  (iced),Sans Coffee,3,Expired,34.0,102.0,3.0,March
2025-03-06,Chicken fillet,Mini Bites,4,Over-prepared,45.0,180.0,3.0,March
2025-03-06,drip coffee (8 bags/pouch) (arabica),Sans Coffee,1,Over-prepared,62.0,62.0,3.0,March
2025-03-06,choco coated waffle,Sans Coffee,3,Expired,21.0,63.0,3.0,March
2025-03-07,blended cappuccino ,Kôfē Frappé,5,Over-prepared,33.0,165.0,3.0,March
2025-03-07,Chicken wings (half dozen),Mini Bites,2,Over-prepared,82.0,164.0,3.0,March
2025-03-07,matcha espresso fusion  (iced),Signature Kôfē,3,Quality issue,35.0,105.0,3.0,March
2025-03-07,Spanish latte (iced),Coffee Based,5,Expired,32.0,160.0,3.0,March
2025-03-08,hot citron tea,Sans Coffee,4,Over-prepared,22.0,88.0,3.0,March
2025-03-08,Belgian waffle  (peanut butter ),Sans Coffee,4,Over-prepared,25.0,100.0,3.0,March
2025-03-08,white mocha (hot),Coffee Based,1,Spoiled,42.0,42.0,3.0,March
2025-03-08,Product Name (special a),Sans Coffee,4,Over-prepared,41.0,164.0,3.0,March
2025-03-08,drip coffee (8 bags/pouch) (barako),Sans Coffee,4,Over-prepared,37.0,148.0,3.0,March
2025-03-09,matcha Supreme latte (hot),Sans Coffee,3,Expired,32.0,96.0,3.0,March
2025-03-09,Iced honey shaken espresso ,Signature Kôfē,3,Quality issue,36.0,108.0,3.0,March
2025-03-09,FFFF (med sc),Sans Coffee,1,Over-prepared,8.0,8.0,3.0,March
2025-03-09,caramel macchiato  (iced),Coffee Based,4,Expired,35.0,140.0,3.0,March
2025-03-09,Choco caramel decadence,Sans Coffee,5,Spoiled,45.0,225.0,3.0,March
2025-03-09,Add_on (kimchi),Sans Coffee,3,Over-prepared,15.0,45.0,3.0,March
2025-03-10,BFF (Better French fries) Large (sour cream),Mini Bites,5,Over-prepared,28.0,140.0,3.0,March
2025-03-10,Ramen (regular),Mini Bites,3,Over-prepared,17.0,51.0,3.0,March
2025-03-10,cappuccino  (ice),Coffee Based,3,Spoiled,32.0,96.0,3.0,March
2025-03-10,BFF (Better French fries)medium  (large),Mini Bites,4,Over-prepared,27.0,108.0,3.0,March
2025-03-10,Chicken pops (bbq),Mini Bites,1,Expired,50.0,50.0,3.0,March
2025-03-10,the super charged (25% more coffee)  (hot),Sans Coffee,1,Expired,31.0,31.0,3.0,March
2025-03-11,Belgian waffle  (peanut butter ),Sans Coffee,1,Quality issue,25.0,25.0,3.0,March
2025-03-11,French fries plain (large),Mini Bites,1,Quality issue,90.0,90.0,3.0,March
2025-03-11,FFFF (large bbq),Sans Coffee,5,Spoiled,18.0,90.0,3.0,March
2025-03-11,super mocha ,Kôfē Frappé,2,Over-prepared,38.0,76.0,3.0,March
2025-03-11,Belgian waffle  (mango caramel ),Sans Coffee,3,Spoiled,27.0,81.0,3.0,March
2025-03-12,Overload lomi (malapot),Mini Bites,2,Spoiled,99.0,198.0,3.0,March
2025-03-12,Chiz melt  (bacon),Mini Bites,3,Expired,28.0,84.0,3.0,March
2025-03-12,americano (hot),Coffee Based,3,Expired,26.0,78.0,3.0,March
2025-03-12,Product Name (special b),Sans Coffee,3,Spoiled,46.0,138.0,3.0,March
2025-03-13,drip coffee (8 bags/pouch) (arabica),Sans Coffee,5,Quality issue,62.0,310.0,3.0,March
2025-03-13,hot citron tea,Sans Coffee,1,Expired,22.0,22.0,3.0,March
2025-03-13,the super charged (25% more coffee)  (iced),Sans Coffee,3,Over-prepared,34.0,102.0,3.0,March
2025-03-13,caramel macchiato  (hot),Coffee Based,1,Expired,32.0,32.0,3.0,March
2025-03-13,BFF (Better French fries) Large (cheese),Mini Bites,1,Over-prepared,30.0,30.0,3.0,March
2025-03-14,Whipped Americano,Signature Kôfē,4,Over-prepared,36.0,144.0,3.0,March
2025-03-14,extra shot,Sans Coffee,4,Over-prepared,16.0,64.0,3.0,March
2025-03-14,caramel macchiato (hot),Coffee Based,3,Spoiled,42.0,126.0,3.0,March
2025-03-14,Strawberry Reverie ,Sans Coffee,3,Expired,39.0,117.0,3.0,March
2025-03-14,sparkling berry,Sans Coffee,3,Over-prepared,31.0,93.0,3.0,March
2025-03-15,kofetala special blend ,Sans Coffee,3,Quality issue,34.0,102.0,3.0,March
2025-03-15,French fries plain (large),Mini Bites,3,Over-prepared,90.0,270.0,3.0,March
2025-03-15,the super charged (25% more coffee)  (hot),Sans Coffee,1,Expired,31.0,31.0,3.0,March
2025-03-15,choco coated waffle,Sans Coffee,4,Over-prepared,21.0,84.0,3.0,March
2025-03-15,Whipped Americano,Signature Kôfē,1,Over-prepared,36.0,36.0,3.0,March
2025-03-15,mango banana milk shake ,Kôfē Frappé,4,Over-prepared,35.0,140.0,3.0,March
2025-03-16,white mocha (iced),Coffee Based,4,Over-prepared,45.0,180.0,3.0,March
2025-03-16,FFFF (large sc),Sans Coffee,2,Over-prepared,18.0,36.0,3.0,March
2025-03-16,FFFF (large cheese ),Sans Coffee,4,Expired,18.0,72.0,3.0,March
2025-03-16,latte,Coffee Based,2,Over-prepared,42.0,84.0,3.0,March
2025-03-16,French fries Spicy barbecue  (large ),Mini Bites,4,Over-prepared,30.0,120.0,3.0,March
2025-03-16,French fries plain (large),Mini Bites,1,Expired,90.0,90.0,3.0,March
2025-03-16,Product Name (special b),Sans Coffee,3,Quality issue,46.0,138.0,3.0,March
2025-03-17,BFF (Better French fries)medium  ( cheese ),Mini Bites,4,Expired,16.0,64.0,3.0,March
2025-03-17,Chicken pops (bbq),Mini Bites,2,Over-prepared,50.0,100.0,3.0,March
2025-03-17,hot citron tea,Sans Coffee,2,Spoiled,22.0,44.0,3.0,March
2025-03-17,BFF (Better French fries)medium  (sour cream),Mini Bites,1,Quality issue,16.0,16.0,3.0,March
2025-03-17,white mocha (iced),Coffee Based,1,Over-prepared,45.0,45.0,3.0,March
2025-03-17,hot creamy barako,Sans Coffee,4,Expired,19.0,76.0,3.0,March
2025-03-18,triple caramel,Kôfē Frappé,1,Over-prepared,48.0,48.0,3.0,March
2025-03-18,white mocha (iced),Coffee Based,3,Expired,45.0,135.0,3.0,March
2025-03-18,the Christmas drink (iced),Signature Kôfē,1,Over-prepared,34.0,34.0,3.0,March
2025-03-18,Product Name (regular ),Sans Coffee,1,Over-prepared,18.0,18.0,3.0,March
2025-03-18,americano (iced),Coffee Based,5,Over-prepared,28.0,140.0,3.0,March
2025-03-19,oreo overload Frappe,Kôfē Frappé,5,Over-prepared,48.0,240.0,3.0,March
2025-03-19,dalgona ,Signature Kôfē,2,Spoiled,32.0,64.0,3.0,March
2025-03-19,sparkling berry,Sans Coffee,3,Expired,31.0,93.0,3.0,March
2025-03-19,belgian waffle plain ,Sans Coffee,4,Spoiled,21.0,84.0,3.0,March
2025-03-19,Brownies ,Sans Coffee,1,Over-prepared,21.0,21.0,3.0,March
2025-03-20,Add_on (seaweeds),Sans Coffee,2,Expired,8.0,16.0,3.0,March
2025-03-20,FFFF (med sc),Sans Coffee,2,Spoiled,8.0,16.0,3.0,March
2025-03-20,drip coffee (8 bags/pouch) (barako),Sans Coffee,3,Over-prepared,37.0,111.0,3.0,March
2025-03-20,Belgian waffle  (peanut butter ),Sans Coffee,3,Expired,25.0,75.0,3.0,March
2025-03-20,French fries plain (large),Mini Bites,5,Expired,90.0,450.0,3.0,March
2025-03-21,brownie,Sans Coffee,4,Spoiled,21.0,84.0,3.0,March
2025-03-21,6 Chicken wings ,Mini Bites,1,Expired,82.0,82.0,3.0,March
2025-03-21,dirty coffee shake ,Kôfē Frappé,3,Over-prepared,38.0,114.0,3.0,March
2025-03-21,French fries Spicy barbecue  (large ),Mini Bites,3,Spoiled,30.0,90.0,3.0,March
2025-03-21,Product Name (regular ),Sans Coffee,4,Quality issue,18.0,72.0,3.0,March
2025-03-21,belgian waffle plain ,Sans Coffee,4,Over-prepared,21.0,84.0,3.0,March
2025-03-22,Add_on (egg),Sans Coffee,5,Expired,10.0,50.0,3.0,March
2025-03-22,hot citron tea,Sans Coffee,4,Expired,22.0,88.0,3.0,March
2025-03-22,Overload lomi (malabnaw),Mini Bites,1,Quality issue,99.0,99.0,3.0,March
2025-03-22,americano (hot),Coffee Based,2,Over-prepared,26.0,52.0,3.0,March
2025-03-22,mocha (hot),Coffee Based,1,Expired,31.0,31.0,3.0,March
2025-03-22,Spanish latte (iced),Coffee Based,3,Over-prepared,32.0,96.0,3.0,March
2025-03-22,Chicken wings (half dozen),Mini Bites,3,Spoiled,82.0,246.0,3.0,March
2025-03-23,FFFF (med sc),Sans Coffee,1,Quality issue,8.0,8.0,3.0,March
2025-03-23,BFF (Better French fries)medium  (sour cream),Mini Bites,1,Expired,16.0,16.0,3.0,March
2025-03-23,Cookies ,Sans Coffee,4,Spoiled,18.0,72.0,3.0,March
2025-03-23,BFF (Better French fries)medium  ( cheese ),Mini Bites,1,Spoiled,16.0,16.0,3.0,March
2025-03-23,cappuccino  (hot),Coffee Based,4,Over-prepared,29.0,116.0,3.0,March
2025-03-23,Belgian waffle  (peanut butter ),Sans Coffee,1,Spoiled,25.0,25.0,3.0,March
2025-03-24,triple caramel,Kôfē Frappé,4,Spoiled,48.0,192.0,3.0,March
2025-03-24,dirty coffee shake ,Kôfē Frappé,1,Spoiled,38.0,38.0,3.0,March
2025-03-24,triple caramel ,Kôfē Frappé,2,Over-prepared,38.0,76.0,3.0,March
2025-03-24,kofetala special blend ,Sans Coffee,2,Over-prepared,34.0,68.0,3.0,March
2025-03-24,Add_on (cheese),Sans Coffee,3,Over-prepared,12.0,36.0,3.0,March
2025-03-25,the SM tea,Sans Coffee,5,Over-prepared,37.0,185.0,3.0,March
2025-03-25,Iced honey shaken espresso ,Signature Kôfē,3,Over-prepared,36.0,108.0,3.0,March
2025-03-25,FFFF (large cheese ),Sans Coffee,2,Over-prepared,18.0,36.0,3.0,March
2025-03-25,cappuccino  (ice),Coffee Based,3,Expired,32.0,96.0,3.0,March
2025-03-25,the Christmas drink (hot ),Signature Kôfē,3,Expired,32.0,96.0,3.0,March
2025-03-26,Belgian waffle  (peanut butter ),Sans Coffee,1,Expired,25.0,25.0,3.0,March
2025-03-26,Chicken pops (bbq),Mini Bites,4,Expired,50.0,200.0,3.0,March
2025-03-26,Spanish latte (iced),Coffee Based,3,Expired,32.0,96.0,3.0,March
2025-03-26,BFF (Better French fries) Large (cheese ),Mini Bites,5,Spoiled,28.0,140.0,3.0,March
2025-03-26,Ramen (regular),Mini Bites,2,Over-prepared,17.0,34.0,3.0,March
2025-03-27,iced premium barako,Sans Coffee,3,Quality issue,21.0,63.0,3.0,March
2025-03-27,Drip coffee  (barako),Sans Coffee,3,Over-prepared,17.0,51.0,3.0,March
2025-03-27,BFF (Better French fries) Large (sour cream),Mini Bites,1,Over-prepared,28.0,28.0,3.0,March
2025-03-27,BFF (Better French fries)medium  (large),Mini Bites,4,Spoiled,27.0,108.0,3.0,March
2025-03-27,BFF (Better French fries)medium  (medium ),Mini Bites,4,Over-prepared,15.0,60.0,3.0,March
2025-03-28,FFFF (med sc),Sans Coffee,4,Over-prepared,8.0,32.0,3.0,March
2025-03-28,Chicken pops (bbq),Mini Bites,1,Over-prepared,50.0,50.0,3.0,March
2025-03-28,Extra Rice,Sans Coffee,5,Spoiled,5.0,25.0,3.0,March
2025-03-28,white mocha  (iced),Coffee Based,2,Quality issue,35.0,70.0,3.0,March
2025-03-28,mocha (iced),Coffee Based,1,Quality issue,35.0,35.0,3.0,March
2025-03-29,Product Name (special a),Sans Coffee,1,Over-prepared,41.0,41.0,3.0,March
2025-03-29,dalgona ,Signature Kôfē,4,Over-prepared,32.0,128.0,3.0,March
2025-03-29,Drip coffee  (barako),Sans Coffee,3,Spoiled,17.0,51.0,3.0,March
2025-03-29,FFFF (large cheese ),Sans Coffee,4,Over-prepared,18.0,72.0,3.0,March
2025-03-29,Overload lomi (malabnaw),Mini Bites,2,Quality issue,99.0,198.0,3.0,March
2025-03-29,caramel macchiato (hot),Coffee Based,1,Over-prepared,42.0,42.0,3.0,March
2025-03-30,Cold brew with foamy vanilla ,Sans Coffee,1,Over-prepared,31.0,31.0,3.0,March
2025-03-30,matcha Supreme latte (iced),Sans Coffee,4,Quality issue,35.0,140.0,3.0,March
2025-03-30,BFF (Better French fries) Large (bbq),Mini Bites,2,Quality issue,28.0,56.0,3.0,March
2025-03-30,the Christmas drink (iced),Signature Kôfē,4,Spoiled,34.0,136.0,3.0,March
2025-03-30,iced creamy barako,Sans Coffee,2,Over-prepared,24.0,48.0,3.0,March
2025-03-30,hot citron tea,Sans Coffee,5,Spoiled,22.0,110.0,3.0,March
2025-03-30,Chiz melt  (bacon),Mini Bites,1,Expired,28.0,28.0,3.0,March
2025-03-31, latte ,Coffee Based,3,Over-prepared,29.0,87.0,3.0,March
2025-03-31,Chiz melt  (spam lite),Mini Bites,2,Over-prepared,27.0,54.0,3.0,March
2025-03-31,belgian waffle plain ,Sans Coffee,3,Over-prepared,21.0,63.0,3.0,March
2025-03-31,cappuccino  (hot),Coffee Based,4,Spoiled,29.0,116.0,3.0,March
2025-03-31,the Christmas drink (hot ),Signature Kôfē,3,Expired,32.0,96.0,3.0,March
2025-03-31,Belgian waffle  (strawberry chocolate ),Sans Coffee,1,Expired,27.0,27.0,3.0,March
2025-04-01,Cold brew with foamy vanilla ,Sans Coffee,1,Over-prepared,31.0,31.0,4.0,April
2025-04-01,cappuccino  (hot),Coffee Based,4,Over-prepared,29.0,116.0,4.0,April
2025-04-01,Chiz melt  (spam lite),Mini Bites,2,Expired,27.0,54.0,4.0,April
2025-04-01,drip coffee (8 bags/pouch) (arabica),Sans Coffee,1,Over-prepared,62.0,62.0,4.0,April
2025-04-02,Chicken fillet,Mini Bites,1,Quality issue,45.0,45.0,4.0,April
2025-04-02, latte ,Coffee Based,5,Expired,29.0,145.0,4.0,April
2025-04-02,Chicken wings (half dozen),Mini Bites,5,Expired,82.0,410.0,4.0,April
2025-04-02,oreo overload Frappe ,Kôfē Frappé,1,Over-prepared,37.0,37.0,4.0,April
2025-04-02,the super charged (25% more coffee)  (hot),Sans Coffee,3,Over-prepared,31.0,93.0,4.0,April
2025-04-03,iced premium barako,Sans Coffee,1,Expired,21.0,21.0,4.0,April
2025-04-03,choco coated waffle,Sans Coffee,4,Spoiled,21.0,84.0,4.0,April
2025-04-03,Ramen (regular),Mini Bites,4,Spoiled,17.0,68.0,4.0,April
2025-04-03,Spanish latte (iced),Coffee Based,1,Quality issue,32.0,32.0,4.0,April
2025-04-03,Spanish latte (hot),Coffee Based,3,Expired,29.0,87.0,4.0,April
2025-04-04,Sinagtala lomi 20 pax,Mini Bites,2,Spoiled,360.0,720.0,4.0,April
2025-04-04,Brownies ,Sans Coffee,3,Spoiled,21.0,63.0,4.0,April
2025-04-04,Chicken wings (1 dozen),Mini Bites,3,Over-prepared,165.0,495.0,4.0,April
2025-04-04,BFF (Better French fries)medium  ( cheese ),Mini Bites,1,Expired,16.0,16.0,4.0,April
2025-04-04,Product Name (special a),Sans Coffee,2,Over-prepared,41.0,82.0,4.0,April
2025-04-05,Whipped Americano,Signature Kôfē,1,Over-prepared,36.0,36.0,4.0,April
2025-04-05,drip coffee (8 bags/pouch) (barako),Sans Coffee,3,Expired,37.0,111.0,4.0,April
2025-04-05,triple caramel,Kôfē Frappé,1,Expired,48.0,48.0,4.0,April
2025-04-05,americano (hot),Coffee Based,5,Over-prepared,26.0,130.0,4.0,April
2025-04-05,the Christmas drink (hot ),Signature Kôfē,3,Spoiled,32.0,96.0,4.0,April
2025-04-05,matcha espresso fusion  (iced),Signature Kôfē,4,Expired,35.0,140.0,4.0,April
2025-04-06,strawberry latte,Sans Coffee,1,Expired,36.0,36.0,4.0,April
2025-04-06,Add_on (cheese),Sans Coffee,1,Spoiled,12.0,12.0,4.0,April
2025-04-06,hot creamy barako,Sans Coffee,2,Expired,19.0,38.0,4.0,April
2025-04-06,matcha Supreme latte (iced),Sans Coffee,1,Over-prepared,35.0,35.0,4.0,April
2025-04-06,Add_on (seaweeds),Sans Coffee,5,Over-prepared,8.0,40.0,4.0,April
2025-04-06,the Christmas drink (hot ),Signature Kôfē,1,Over-prepared,32.0,32.0,4.0,April
2025-04-06,BFF (Better French fries)medium  (medium ),Mini Bites,3,Quality issue,15.0,45.0,4.0,April
2025-04-07,Chicken wings (1 dozen),Mini Bites,3,Over-prepared,165.0,495.0,4.0,April
2025-04-07,super mocha ,Kôfē Frappé,2,Over-prepared,38.0,76.0,4.0,April
2025-04-07,BFF (Better French fries)medium  (large),Mini Bites,3,Over-prepared,27.0,81.0,4.0,April
2025-04-07,Ramen (regular),Mini Bites,3,Quality issue,17.0,51.0,4.0,April
2025-04-07,BFF (Better French fries) Large (cheese),Mini Bites,4,Expired,30.0,120.0,4.0,April
2025-04-08,Spanish latte (iced),Coffee Based,1,Over-prepared,32.0,32.0,4.0,April
