date_only,total_records,total_qty,total_revenue,total_cost,total_waste_cost,avg_profit_margin
2025-07-18,14,14,2570.0,771.0,81.6,0.7
2025-07-19,22,26,4964.0,1489.2,170.72,0.7
2025-07-20,14,14,1616.0,484.80000000000007,25.75,0.7
2025-07-21,5,5,605.0,250.8,24.479999999999997,0.5599999999999999
2025-07-22,14,15,1737.0,521.1,50.31,0.7
2025-07-23,3,4,507.0,152.10000000000002,9.93,0.6999999999999998
2025-07-24,5,8,982.0,433.20000000000005,44.269999999999996,0.5599999999999999
2025-07-25,35,39,4874.0,1495.5,136.22,0.6885714285714285
2025-07-26,16,18,2236.0,722.1,75.81,0.6656249999999999
2025-07-27,15,25,2794.0,802.2,77.26,0.7099999999999999
2025-07-28,14,15,1726.0,587.1,62.66,0.65
2025-07-29,19,23,2851.0,924.6,74.87,0.6631578947368421
2025-07-30,10,12,1763.0,528.9,56.06,0.7
2025-07-31,8,8,1453.0,435.9,41.94,0.7
2025-08-01,27,27,3336.0,1070.1000000000001,98.14,0.674074074074074
2025-08-02,27,35,4263.0,1450.8000000000002,135.09,0.6333333333333333
2025-08-03,29,40,5217.0,1773.0,144.89,0.6758620689655171
2025-08-04,17,24,3385.0,1274.7,153.53,0.626470588235294
2025-08-05,16,18,2862.0,909.9000000000001,95.21000000000001,0.6656249999999999
2025-08-06,29,35,3987.0,1584.9,175.82999999999998,0.593103448275862
2025-08-07,12,14,1677.0,641.7,56.43,0.6416666666666666
2025-08-08,19,25,2733.0,1157.4,130.73,0.6473684210526315
2025-08-09,24,30,3706.0,1116.8000000000002,103.69,0.6791666666666666
2025-08-10,25,28,3491.0,1047.3000000000002,76.17,0.7
2025-08-11,26,32,3997.0,1181.1000000000001,90.97,0.7057692307692307
2025-08-12,6,6,705.0,211.5,14.37,0.6999999999999998
2025-08-13,13,13,1555.0,466.5,35.62,0.7
2025-08-14,25,30,3333.0,1200.3,118.24,0.6433319999999999
2025-08-15,5,5,615.0,184.5,11.120000000000001,0.7
2025-08-16,24,31,4025.0,1207.5,84.81,0.6999999999999998
2025-08-17,16,17,2090.0,632.0,57.72,0.66875
2025-08-18,34,44,4746.0,1426.3000000000002,111.34,0.6642147058823529
2025-08-19,7,7,785.0,235.5,18.18,0.7
2025-08-20,16,22,2840.0,852.0,78.8,0.7
2025-08-21,13,24,3074.0,1407.3,179.48000000000002,0.6461538461538461
2025-08-22,17,18,2018.0,813.3000000000001,93.32,0.5764705882352941
2025-08-23,29,42,5922.0,2192.4,242.82,0.6758620689655171
2026-01-20,14,15,2610.0,783.0,65.19,0.7
2026-01-21,6,6,685.0,293.0,38.55,0.5166666666666666
2026-01-23,3,4,540.0,136.74,13.309999999999999,0.7601333333333332
2026-02-02,6,7,810.0,283.0,39.09,0.6666666666666666
2026-02-07,7,8,1089.0,346.7,33.97,0.6714285714285714
